title,imdb_id,poster_url,language,original_title,overview,release_date,tagline,length,rating,num_votes
Vazhakku Enn 18/9,tt2146960,https://image.tmdb.org/t/p/w500//mjH2T7BeBz4wgEIS0ymGl8Mc0tw.jpg,ta,வழக்கு எண் 18/9,"Vazhakku Enn 18/9 is a 2012 Tamil Crime Thriller film written and directed by Balaji Sakthivel, starring newcomers Mithun, Sri, Urmila and Manisha in the lead roles.Pre-production of the film began in 2008, with the filming commencing in 2010 only,following several delays. Cinematography is handled by Vijay Milton, while noted guitarist R. Prasanna has scored the music. The movie released on 4th May 2012 with very high critical acclaim.The film has highest rating in all medias",2012-05-04,crime thriller,115,8.3,2017
Amadeus,tt0086879,https://image.tmdb.org/t/p/w500//tsqcwBp1jYZdcceXXoVEby0dZkt.jpg,en,,"Wolfgang Amadeus Mozart is a remarkably talented young Viennese composer who unwittingly finds a fierce rival in the disciplined and determined Antonio Salieri. Resenting Mozart for both his hedonistic lifestyle and his undeniable talent, the highly religious Salieri is gradually consumed by his jealousy and becomes obsessed with Mozart's downfall, leading to a devious scheme that has dire consequences for both men.",1984-09-06,Everything you've heard is true...,160,8.3,367950
Silent Ones,tt2182121,https://image.tmdb.org/t/p/w500/null,en,A csendesek,"A young Hungarian woman (played by Hungarian actress Orsi Tóth) wakes up inside a crashed car in the middle of nowhere, not knowing where her brother Isti is. Upset and alone, she leaves aboard a cargo ship to keep a promise she made to him. Once at sea, she withdraws into a dream world and loses grip on her life completely.",2013-01-22,,97,8.3,1476
Carry on Jatta,tt2245544,https://image.tmdb.org/t/p/w500//5IEdkSPlUZIG5VEM5ZYLtXwgoLQ.jpg,pa,,The film is revolves around a set of people out of the oddball and whose fallacy about each other's backgrounds leads them into a muddled situation. The outcome of the whole chaotic scenario is comically related marital mix ups. The film in the end is a total bedlam that the guys hide their wives and family from each other.,2012-07-27,,140,8.3,2975
Blood Brother,tt2265179,https://image.tmdb.org/t/p/w500//1pvEFIUGyKPpfKSXzmpETxZ2oWj.jpg,en,,"Rocky Braat went to India as a disillusioned American tourist. When he met a group of children with HIV/AIDS, he decided to stay. He never could have imagined the obstacles he would face. Or the love he would find.",2013-01-20,We all need love.,92,8.3,1590
The Times of Harvey Milk,tt0088275,https://image.tmdb.org/t/p/w500//icHnX0RALT9Mn8CVhtqBl04jqXi.jpg,en,,"Harvey Milk was an outspoken human rights activist and one of the first openly gay U.S. politicians elected to public office; even after his assassination in 1978, he continues to inspire disenfranchised people around the world.",1984-10-07,"He was powerful, charismatic, compassionate and gay. After eleven months in office he was assassinated.",90,8.3,5577
Lucia,tt2358592,https://image.tmdb.org/t/p/w500//svn981N5s5OUuaBnXwXvteXnhXY.jpg,kn,ಲೂಸಿಯಾ,"A man suffering from insomnia is tricked into buying a drug, Lucia, that makes his desires come true in his dreams, blurring the line between fantasy and reality.",2013-10-19,,136,8.3,11472
Gintama: The Final Chapter - Be Forever Yorozuya,tt2374144,https://image.tmdb.org/t/p/w500//1wEl5WHQO2SdWQ6S3gLBaaobf4c.jpg,ja,銀魂 完結篇 万事屋よ永遠なれ,"What would have happened if the Shiroyasha never existed?  Edo is thrown to chaos by a mysterious cause. Sakata Gintoki, now lives in a world where the future has changed, without him. What has happened to the Yorozuya?  Gintoki, who is now a ghost of the past, must once again carry the burden in order to save his friends. He must finish the biggest job ever, which may be the final job of Yorozuya.",2013-07-04,,110,8.3,1914
Aliens,tt0090605,https://image.tmdb.org/t/p/w500//r1x5JGpyqZU8PYhbs4UcrO1Xb6x.jpg,en,,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story—all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",1986-07-18,This Time It's War,137,8.3,651134
It's Such a Beautiful Day,tt2396224,https://image.tmdb.org/t/p/w500//o0CF7gnPb4CRFU3bmScoWAxKaqf.jpg,en,,"Bill struggles to put together his shattered psyche, in this feature film version of Don Hertzfeldt's animated short film trilogy.",2012-08-24,,62,8.3,10954
Come and See,tt0091251,https://image.tmdb.org/t/p/w500//90A8sXK9QZVJ7Rj8nLdsj5NuO5s.jpg,ru,Иди и смотри,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",1985-09-03,A RELENTLESS MASTERPIECE...,142,8.3,58398
Ijaazat,tt0091256,https://image.tmdb.org/t/p/w500//6b8bMbbVYDcw78m2ts0d6PMC2HO.jpg,hi,इजाज़त,"Mahendra is in love with Maya and would like to marry her. But Maya is a woman of the 20th century, who does not believe in marriage, but would like to continue having a relationship. Mahendra's family pressures him into getting married, and he finally gives in and marries another woman by the name of Sudha. But Mahendra is unable to get Maya out of his mind, and his marriage with Sudha fails, and ends up with a formal separation. Years later, Mahendra and Sudha meet at a railway station, and both do remember each other, and share their experiences after their separation. There is one shocking experience that Maya does not share, but which Mahendra will find out soon.",1987-10-24,,137,8.3,1317
Full Metal Jacket,tt0093058,https://image.tmdb.org/t/p/w500//kMKyx1k8hWWscYFnPbnxxN4Eqo4.jpg,en,,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987-06-26,"Vietnam can kill me, but it can’t make me care.",117,8.3,673087
Soodhu Kavvum,tt2877108,https://image.tmdb.org/t/p/w500//oKss8NSlIcKLjMHBUwtvztwqH9W.jpg,ta,சூது கவ்வும்,Dass specialises in small time kidnapping and has his own set of rules. The primary and most important among them is not to get involved with influential people. Three jobless youngsters meet Dass and the four take up an assignment for a hefty sum that throws away this primary rule and end up being chased by a dreaded policeman.,2013-05-01,Rules Can't Be Broken,138,8.3,8885
Depeche Mode: 101,tt0094590,https://image.tmdb.org/t/p/w500//7GVYt11DBT6p7DgnFDwgQl2DPuQ.jpg,en,,A fascinating documentary focusing on backstage realities of art and business during the British synthesizer band's 1988 American tour.,1989-04-27,,120,8.3,1536
Hope,tt3153634,https://image.tmdb.org/t/p/w500//x9yjkm9gIz5qI5fJMUTfBnWiB2o.jpg,ko,소원,"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.",2013-10-02,We won't let her shed tears again,122,8.3,5644
Cowspiracy: The Sustainability Secret,tt3302820,https://image.tmdb.org/t/p/w500//5rn3jsTgqQWPQRDof3eHT3wd500.jpg,en,,"Follow the shocking, yet humorous, journey of an aspiring environmentalist, as he daringly seeks to find the real solution to the most pressing environmental issues and true path to sustainability.",2014-07-01,There is one single industry destroying the planet more than any other. But no one wants to talk about it.,90,8.3,21254
Apoorva Sagodharargal,tt0096827,https://image.tmdb.org/t/p/w500//uuVA0mLjnYAFS1uKEgu9fVgdYGC.jpg,ta,அபூர்வ சகோதரர்கள்,"Appu and Raja are twins who were separated at birth, grow up in different localities. Appu's quest for revenge begins upon learning that his father was killed by four criminals.",1989-04-14,,150,8.3,3376
Drishyam,tt3417422,https://image.tmdb.org/t/p/w500//7d8GLneJkF81q1POdK7VUrjWafX.jpg,ml,ദൃശ്യം,"Georgekutty lives a happy life with his wife and daughters. Things take a turn when his daughter gets indecently filmed using a hidden camera, by the son of a police inspector.",2013-12-19,Visuals can be deceiving,164,8.3,30599
Close-Up,tt0100234,https://image.tmdb.org/t/p/w500//6xXZjKZA2kwMm0CEqfylqvLD21q.jpg,fa,کلوزآپ ، نمای نزدیک,"This fiction-documentary hybrid uses a sensational real-life event—the arrest of a young man on charges that he fraudulently impersonated the well-known filmmaker Mohsen Makhmalbaf—as the basis for a stunning, multilayered investigation into movies, identity, artistic creation, and existence, in which the real people from the case play themselves.",1990-05-09,,98,8.3,15886
The Look of Silence,tt3521134,https://image.tmdb.org/t/p/w500//AnqvpqBEp1Aze64tnMbHpvHV7E9.jpg,en,,A family that survives the genocide in Indonesia confronts the men who killed one of their brothers.,2014-08-30,,103,8.3,11781
Jigarthanda,tt3569782,https://image.tmdb.org/t/p/w500//dGhCQsveJQkzJsb2LOtDF1AHq31.jpg,ta,ஜிகர்தண்டா,"When Karthik is given a task by his producer to come up with a gripping gangster flick infested with a heavy dosage of violence, he focuses on Sethu, a ruthless gangster surrounded by quirky yet scary henchmen. Karthik discreetly tries his best to find out about Sethu to develop a film script, but fails miserably in all his attempts. However when he finally gets the chance to gain an insight into Sethu's life, disaster strikes as he gets caught in the mêlée following the discovery of a mole within Sethu's gang.",2014-08-01,Cold Heart,170,8.3,10145
Bangalore Days,tt3668162,https://image.tmdb.org/t/p/w500//iFMyZw1DTGvZ8hPa0eTseSFiRT1.jpg,ml,ബാംഗ്ലൂർ ഡെയ്സ്,"A fun roller coaster ride about three young people, Aju, Divya and Kuttan who are cousins, reach Bangalore to dream, discover & explore!",2014-05-30,Three cousins set out to fulfill their Bangalore dreams.,172,8.3,16331
Reservoir Dogs,tt0105236,https://image.tmdb.org/t/p/w500//AjTtJNumZyUDz33VtMlF1K8JPsE.jpg,en,,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",1992-09-02,Every dog has his day.,99,8.3,915488
"The Wonderful, Horrible Life of Leni Riefenstahl",tt0107472,https://image.tmdb.org/t/p/w500//aRmw4NFnLHJSmUKqsMJyr6XXLNI.jpg,de,Die Macht der Bilder: Leni Riefenstahl,"This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90.",1993-09-11,,180,8.3,2227
RangiTaranga,tt4432480,https://image.tmdb.org/t/p/w500//jvE6k9noK4BaU2F1GBhVe7vvjcI.jpg,kn,,"Mysterious events begin to unfold after a reclusive novelist and his wife move back to her ancestral village, followed by a journalist.",2015-07-03,,149,8.3,12405
Hoop Dreams,tt0110057,https://image.tmdb.org/t/p/w500//7qHwh3mFJs7ldwzGSWsBLmgecfj.jpg,en,,"Every school day, African-American teenagers William Gates and Arthur Agee travel 90 minutes each way from inner-city Chicago to St. Joseph High School in Westchester, Illinois, a predominately white suburban school well-known for the excellence of its basketball program. Gates and Agee dream of NBA stardom, and with the support of their close-knit families, they battle the social and physical obstacles that stand in their way. This acclaimed documentary was shot over the course of five years.",1994-09-12,An Extraordinary True Story.,174,8.3,24334
To Live,tt0110081,https://image.tmdb.org/t/p/w500//bv0qREWTw8TPAtgt22ELp1UlKVl.jpg,zh,活着,Fugui and Jiazhen endure tumultuous events in China as their personal fortunes move from wealthy landownership to peasantry.,1994-05-26,,133,8.3,16044
Gleason,tt4632316,https://image.tmdb.org/t/p/w500//eyVQ501jW3PuzVPLXzkoj14eEWU.jpg,en,,"At the age of 34, former New Orleans Saints defensive back Steve Gleason was diagnosed with ALS and given a life expectancy of two to five years. Weeks later, Gleason found out his wife, Michel, was expecting their first child. A video journal that began as a gift for his unborn son expands to chronicle Steve’s determination to get his relationships in order, build a foundation to provide other ALS patients with purpose, and adapt to his declining physical condition—utilizing medical technologies that offer the means to live as fully as possible.",2016-01-23,,110,8.3,2594
Premam,tt4679210,https://image.tmdb.org/t/p/w500//7N7958vdyT9S8LrTDOjQdkES87F.jpg,ml,പ്രേമം,"Three stages in George's life, and three girls he encounters in each stage.",2015-05-29,,157,8.3,16963
Braveheart,tt0112573,https://image.tmdb.org/t/p/w500//or1gBugydmjToAEq7OZY0owwFk.jpg,en,,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",1995-05-24,Every man dies. Not every man truly lives.,178,8.3,956672
Maheshinte Prathikaaram,tt4851630,https://image.tmdb.org/t/p/w500//hmK9QUWpOaSs1H7tarzlMNqT60H.jpg,ml,മഹേഷിന്‍റെ പ്രതികാരം,"Mahesh, a studio photographer and owner of the studio. As the story moves on, Mahesh encounters an anonymous fight ending up with taking revenge that leads to certain realizations in his life.",2016-02-05,Mahesh's Revenge,121,8.3,6689
Toy Story,tt0114709,https://image.tmdb.org/t/p/w500//uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,en,,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",1995-10-30,,81,8.3,884429
Paradise Lost: The Child Murders at Robin Hood Hills,tt0117293,https://image.tmdb.org/t/p/w500//i61EPTLYgwkLtjMnNMSrTGDWthN.jpg,en,,A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.,1996-12-03,Witchcraft or witch hunt?,150,8.3,15223
Hitting the Apex,tt4973112,https://image.tmdb.org/t/p/w500//yicoO5FcYUQLHXwepxIMtdiEkDU.jpg,en,,"The inside story of six fighters – six of the fastest motorcycle racers of all time – and of the fates that awaited them at the peak of the sport. It's the story of what is at stake for all of them: all that can be won, and all that can be lost, when you go chasing glory at over two hundred miles an hour – on a motorcycle.",2015-09-02,,138,8.3,2964
Children of Heaven,tt0118849,https://image.tmdb.org/t/p/w500//jWqh1CJWAEcxckMRrf6ARhIEh0R.jpg,fa,بچه‌های آسمان,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits...",1997-08-01,A Little Secret... Their Biggest Adventure!,89,8.3,64943
Good Will Hunting,tt0119217,https://image.tmdb.org/t/p/w500//bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,en,,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",1997-12-05,"For the first 20 years of his life, Will Hunting has called the shots. Now he's about to meet his match.",127,8.3,858272
Nil Battey Sannata,tt5005684,https://image.tmdb.org/t/p/w500//fvsPtLdIFM4lsjFX5CQ1X6yjzSZ.jpg,hi,,"Behind the magnificent Taj Mahal lies a cluster of dingy homes where Chanda (35), a domestic help, lives with her 14-year-old daughter Appu. Chanda aspires and dreams that her daughter will study and embrace a better fate. When Appu tells her she wants to quit school and become a maid like her, Chanda takes a strong decision: she will herself go back to school, and even join the class of her daughter.",2015-04-22,,100,8.3,5632
Kendasampige,tt5021536,https://image.tmdb.org/t/p/w500//hJyKlKkXWQV7DPfsc7JQez7Ou3J.jpg,kn,,"When a love story goes awry, two young lovers are forced to take to the road with the police hot on their heels. They escape across Karnataka in a roller-coaster ride that is at once enthralling, exasperating and nail-biting.",2015-09-11,,99,8.3,1844
Chhello Divas,tt5086104,https://image.tmdb.org/t/p/w500//5YLquUOgmKdA7t5WA9q3OGBcfiA.jpg,gu,,"The movie revolves around the lives of eight friends and their journey of growing up while they face the highs and lows of their relationships, love and romance, the end of their college days and the beginning of a new life.",2015-11-20,A New Beginning,138,8.3,2524
Maalik,tt5271442,https://image.tmdb.org/t/p/w500//v0e3kYp1xvgrEvZw6Z0rOFDJkBD.jpg,ur,مالک,A man of Pakistan's Elite Special Forces whose life gets entangled with Politics. They soon realize that serving the nation is more complicated than simple following of orders.,2016-04-08,,155,8.3,3679
Meeting Place,tt0122234,https://image.tmdb.org/t/p/w500//jnAeIRnejZJuXwXHc7gYGK2qIkw.jpg,sh,Сабирни центар,"During the excavation of ancient Roman ruins, an old archaeology professor accidentally opens the gate between our world and the world of the dead.",1989-02-26,,98,8.3,2643
Sairat,tt5312232,https://image.tmdb.org/t/p/w500//lUjJ8wn7f3vdy3hECUCcY8zbJLn.jpg,mr,सैराट,"Although Parsha is the cricket team captain and the brightest student in his year, the beautiful and confident Aarchi is out of his reach. She belongs to a higher caste, her family is rich, and her father is a kingpin in local politics. But Aarchi is a headstrong girl who won’t let anyone boss her around – and she likes the persistent, brave Parsha. How will their families react? What happens to love when when two people have to sacrifice everything for it? Beyond the glamour of Bollywood, Sairat is an epic love story that takes a critical look at Indian society in the 21st century.",2016-04-29,,170,8.3,11339
One Step Behind the Seraphim,tt5335314,https://image.tmdb.org/t/p/w500//d0L7xfHBWKk8J8ckvR55VUoqxmo.jpg,ro,Un pas în urma serafimilor,"A group of freshmen in an orthodox college are introduced in a world of cons, pleasure and money, but they soon discover that's not the way one's life should be lead.",2017-09-22,,150,8.3,2520
Tickling Giants,tt5494396,https://image.tmdb.org/t/p/w500//7NlURmIhGaRuRukWfDg8KNj3oup.jpg,en,,"The Arab Spring in Egypt: From a dictator to free elections, back to a dictatorship. One comedy show united the country and tested the limits of free press. This is the story of Bassem Youssef, a cardiologist turned comedian, the Jon Stewart of Egypt, and his show ""The Show"".",2017-03-15,Are you brave enough to tell a joke?,111,8.3,1560
Kshanam,tt5504168,https://image.tmdb.org/t/p/w500//j3ioiA4N4cQ0L5ALZuRpsZPP2eD.jpg,te,క్షణం,"Rishi,an NRI and ex-lover of Swetha returns to India because she asks for help in search of her kidnapped daughter,where the believes doesn't exist.How did Rishi find out the truth behind this scenario?",2016-02-26,,110,8.3,4530
Mattie the Goose-Boy,tt0142632,https://image.tmdb.org/t/p/w500//gywjxCoDwzST9gaZjqOwOpdbWI6.jpg,hu,Lúdas Matyi,"A young peasant boy stands up to tyranny, aided by his trusting friend - a goose.",1977-04-06,,75,8.3,1908
One More Time with Feeling,tt5777628,https://image.tmdb.org/t/p/w500//jMgNUGSYqMdBnHwB010vqpTcCG9.jpg,en,,"Documents the writing, recording and performing of Nick Cave & the Bad Seeds’ sixteenth studio album, Skeleton Tree.",2016-09-08,,112,8.3,4333
Amaram,tt0155487,https://image.tmdb.org/t/p/w500/null,ml,അമരം,"Amaram is the story of Achootty (Mammootty), a fisherman and his daughter, Radha (Maadhu). The uneducated Achootty wants his daughter to be educated and also want her to become a doctor. His dreams get shattered when she falls in love with her childhood friend.",1991-02-01,,136,8.3,2396
13th,tt5895028,https://image.tmdb.org/t/p/w500//tcKNWD6IFPPsvkpvyZ548naz0is.jpg,en,,An in-depth look at the prison system in the United States and how it reveals the nation's history of racial inequality.,2016-10-07,From slave to criminal with one amendment,100,8.3,31520
The Concert for Bangladesh,tt0158560,https://image.tmdb.org/t/p/w500//yaccyb1tt0cGOHlEG4MxZGe5KE0.jpg,en,,"A film about the first benefit rock concert when major musicians performed to raise relief funds for the poor of Bangladesh. The Concert for Bangladesh was a pair of benefit concerts organised by former Beatles guitarist George Harrison and Indian sitar player Ravi Shankar. The shows were held at 2:30 and 8:00 pm on Sunday, 1 August 1971, at Madison Square Garden in New York City, to raise international awareness of, and fund relief for refugees from East Pakistan, following the Bangladesh Liberation War-related genocide.",1972-03-23,,103,8.3,1440
Before the Flood,tt5929776,https://image.tmdb.org/t/p/w500//2fFTLaLbm8Ak7JBSYQ8Mb3jcFx9.jpg,en,,"A look at how climate change affects our environment and what society can do to prevent the demise of endangered species, ecosystems, and native communities across the planet.",2016-10-21,"The science is clear, the future is not.",93,8.3,26183
American Beauty,tt0169547,https://image.tmdb.org/t/p/w500//wby9315QzVKdW9BonAefg8jGTTb.jpg,en,,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",1999-09-15,Look closer.,122,8.3,1066927
Kirik Party,tt6054758,https://image.tmdb.org/t/p/w500//rt8CNGldKjtJAncjB2c6k1cCH7r.jpg,kn,ಕಿರಿಕ್ ಪಾರ್ಟಿ,"Karna from a small town has joined this engineering college and he gangs up with his hostel mates Loki, Alexander, Manja and others to fuel a lot of mischief in the college.",2016-12-30,,165,8.3,4430
HyperNormalisation,tt6156350,https://image.tmdb.org/t/p/w500//7VbkNmlc54mmkAQ63CByqy0W9Eo.jpg,en,,"We live in a world where the powerful deceive us. We know they lie. They know we know they lie. They do not care. We say we care, but we do nothing, and nothing ever changes. It is normal. Welcome to the post-truth world. How we got to where we are now…",2016-10-25,They know we know they lie,167,8.3,5281
Requiem for a Dream,tt0180093,https://image.tmdb.org/t/p/w500//nOd6vjEmzCT0k4VYqsA2hwyi87C.jpg,en,,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,2000-10-06,,102,8.3,764340
Dhuruvangal Pathinaaru,tt6380520,https://image.tmdb.org/t/p/w500//q4gVTJwYQUg7pBhExDY2IUVTo84.jpg,ta,துருவங்கள் பதினாறு,A former cop looks back on the case which left him disabled and forced him to quit the force.,2016-12-29,16 Extremes,105,8.3,12315
Snatch,tt0208092,https://image.tmdb.org/t/p/w500//56mOJth6DJ6JhgoE2jtpilVqJO.jpg,en,,"Illegal boxing promoter Turkish convinces gangster Brick Top to offer bets on bare-knuckle boxer Mickey at his bookie business. When Mickey does not throw his first fight as agreed, an infuriated Brick Top demands another match. Meanwhile, gangster Frankie Four Fingers comes to place a bet for a friend with Brick Top's bookies, as multiple criminals converge on a stolen diamond that Frankie has come to London to sell.",2000-09-01,Stealin' stones and breakin' bones.,103,8.3,779737
Amélie,tt0211915,https://image.tmdb.org/t/p/w500//slVnvaH6fpF22154vnjQJdXCVZd.jpg,fr,Le Fabuleux Destin d'Amélie Poulain,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",2001-04-25,One person can change your life forever.,122,8.3,701906
Super Deluxe,tt7019942,https://image.tmdb.org/t/p/w500//6N346GcTUjhYa0InIiGHW61Zo3O.jpg,ta,சூப்பர் டீலக்ஸ்,"An unfaithful newly-wed wife, an estranged father, a priest and an angry son suddenly find themselves in the most unexpected predicaments, each poised to experience their destiny, all on one fateful day.",2019-03-29,,176,8.3,9543
Angoor,tt0215517,https://image.tmdb.org/t/p/w500//2Jb2DPSJLMFmQ3XnGhYskZexUic.jpg,hi,अंगूर,A story of identical twins and mistaken identities based on Shakespeare's play A comedy of errors.,1982-01-01,,136,8.3,4781
Ee.Ma.Yau,tt7231194,https://image.tmdb.org/t/p/w500//8NfC32RyRkgAFzQuW42PW3TigDv.jpg,ml,ഈ.മ.യൗ,Events unfold between two evenings after the death of a man in a coastal village.,2018-05-04,,120,8.3,2826
Mudhalvan,tt0220656,https://image.tmdb.org/t/p/w500//k69lNVmDJcLLJb4LBCk3L2yv4Vw.jpg,ta,முதல்வன்,"A man accepts a challenge to act as the Chief Minister for one day only, and makes such a success of it that soon he is embroiled in political intrigue.",1999-11-07,,169,8.3,6398
Cuba and the Cameraman,tt7320560,https://image.tmdb.org/t/p/w500//wiQmCqZM1qQpALIBSzRx6VXMDFC.jpg,en,,This revealing portrait of Cuba follows the lives of Fidel Castro and three Cuban families affected by his policies over the last four decades.,2017-09-08,EXPERIENCE A REVOLUTIONARY FRIENDSHIP OVER 45 YEARS,113,8.3,3132
Dasharatham,tt0237138,https://image.tmdb.org/t/p/w500//1G4R9VYYjbH8nDKy8UdneIEmwSh.jpg,ml,ദശരഥം,This is one of the cult classic film of Mohanlal. A. K. Lohithadas won Kerala Film Critics Award for Best Script Writer. The movie is partly adapted from the Korean movie The Surrogate Woman.,1989-10-08,,154,8.3,1771
Alaipayuthey,tt0242256,https://image.tmdb.org/t/p/w500//fEhqm7O2JAJDpt4148SD9gKZ3bK.jpg,ta,அலைபாயுதே,"After a difficult romance in a class-divided society, the love birds find out marriage is not what they thought it would be.",2000-04-14,,156,8.3,5227
They Shall Not Grow Old,tt7905466,https://image.tmdb.org/t/p/w500//yMGfJeTXUdIjOqjS0jJfjgYEuYC.jpg,en,,"A documentary about World War I with never-before-seen footage to commemorate the centennial of Armistice Day, and the end of the war.",2018-12-17,,99,8.3,29170
Andhadhun,tt8108198,https://image.tmdb.org/t/p/w500//kbqTKqz3amub4GUE5qLEQFFR8Ro.jpg,hi,अंधाधुन,A series of mysterious events changes the life of a blind pianist who now must report a crime that was actually never witnessed by him.,2018-10-05,Every artist has a secret.,139,8.3,71086
Tumbbad,tt8239946,https://image.tmdb.org/t/p/w500//5Q3Iz5YaGZVnvk3tjDDrW71iaym.jpg,hi,तुम्बाड,"India, 1918. On the outskirts of Tumbbad, a cursed village where it always rains, Vinayak, along with his mother and his brother, care of a mysterious old woman who keeps the secret of an ancestral treasure that Vinayak gets obsessed with.",2018-10-12,A Tale of Greed Beyond Fear,113,8.3,27306
Mosul,tt8354112,https://image.tmdb.org/t/p/w500//2vjephttoBH1ujOZcsqWlftLbhg.jpg,en,,An Iraqi journalist joins an army of uneasy allies and unforgettable characters in the epic battle to liberate the city of Mosul from the Islamic State.,2019-05-14,"For the nation to endure, a city must die",86,8.3,3258
Köyden İndim Şehire,tt0252619,https://image.tmdb.org/t/p/w500//b9QunicSdK4tLFrYu0kJrJSYZho.jpg,tr,,"Köylerinde buldukları bir çuval altını bozdurmaya şehre, şehirde kuyumcu dükkanı olan hemşehrilerine gelen dört kardeşin komikliklerle dolu öyküsü.",1974-01-01,,77,8.3,9703
1917,tt8579674,https://image.tmdb.org/t/p/w500//iZf0KyrE25z1sage4SYFLCCrMi9.jpg,en,,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",2019-12-25,Time is the enemy,119,8.3,417343
Kiss the Ground,tt8618654,https://image.tmdb.org/t/p/w500//a1fUwIQpJPOYNcDeFzX1o7Gd6J9.jpg,en,,"Sheds light on an alternative approach to farming called “regenerative agriculture” that could balance our climate, replenish our vast water supplies, and feed the world.",2020-09-22,The solution is right under our feet,85,8.3,4489
Disclosure,tt8637504,https://image.tmdb.org/t/p/w500//2MB2FPNxdSlykbH7ghBltoBYnTH.jpg,en,,"An investigation of how Hollywood's fabled stories have deeply influenced how Americans feel about transgender people, and how transgender people have been taught to feel about themselves.",2020-06-19,Trans lives on screen,108,8.3,3610
One Love,tt9124428,https://image.tmdb.org/t/p/w500//sCB6CvkIAT2DI3bxZH5pLccHl9m.jpg,tr,Bizim İçin Şampiyon,"The mid 90’s. Turkey’s political instability, inflation and hopelesness on people were increased. In those years when all hope was lost, people deeply bond with Bold Pilot and Halis Karataş who win every race coming from the last place. People see themselves at the point where this horse and jockey are: at the back. This duo make people to believe that everybody can win. The race ends at the finish line and the first to cross this line are Bold Pilot and Halis riding it.",2018-12-07,,129,8.3,9722
Lion of the Desert,tt0081059,https://image.tmdb.org/t/p/w500//xm7CKN5mo09RNAcL1IP1xmJ5avT.jpg,en,,"This movie tells the story of Omar Mukhtar, an Arab Muslim rebel who fought against the Italian conquest of Libya in WWII. It gives western viewers a glimpse into this little-known region and chapter of history, and exposes the savage means by which the conquering army attempted to subdue the natives.",1981-04-17,He was a man of honor in a war without any.,173,8.4,14149
The Shining,tt0081505,https://image.tmdb.org/t/p/w500//vJq1poTiRDFdLCSTCNrzQuPtnVz.jpg,en,,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",1980-05-23,"He came as the caretaker, but this hotel had its own guardians - who'd been there a long time",144,8.4,895047
