title,imdb_id,poster_url,language,original_title,overview,release_date,tagline,length,rating,num_votes
Khosla Ka Ghosla!,tt0466460,https://image.tmdb.org/t/p/w500//wwUprqwLDU8ZUL387UkoQ1296fx.jpg,hi,खोसला का घोसला,"Upon retirement, cranky control freak Kamal Kishore Khosla obsesses about procuring a plot of land in Delhi, where he plans to build his dream house. After investing his entire life's savings to acquire the land, he discovers the plot's been stolen by a greedy land shark. Now, Khosla must rely on his comically dysfunctional family to pull off a scam on the biggest goon in real estate and win back.",2006-09-22,A Delhi-based retired middle class man tries to get his land back from a swindling property dealer with the help of his sons and their friends.,135,8.3,22215
The Big City,tt0057277,https://image.tmdb.org/t/p/w500//r2GjQ8WGS20KtqsbgeHgSjiwnln.jpg,bn,মহানগর,"Life at home changes when a housewife from a middle-class, conservative family in Calcutta gets a job as a salesperson.",1963-09-27,,131,8.3,3395
My Father and My Son,tt0476735,https://image.tmdb.org/t/p/w500//8MZYwUWJhLADpExD2zMj4uINeFM.jpg,tr,Babam ve Oğlum,"A left-wing journalist whose wife died while giving birth to his son during a military coup returns to his family's farm. Estranged from his father for turning his back on the family and wasting his life with political activism instead, he tries to reconnect with him so that his son will have a place to live as his health is deteriorating due to the extensive torture he had to endure.",2005-11-18,,108,8.3,78538
American Zeitgeist,tt0759952,https://image.tmdb.org/t/p/w500/null,en,,"American Zeitgeist is a feature length documentary by filmmaker Rob McGann that offers an historical look at the War on Terrorism from 1979 through 2006. The narrative of American Zeitgeist is woven out of more than 40 in-depth interviews with leading experts on terrorism, U.S. foreign policy, Islam and Middle Eastern studies",2006-01-01,,,8.3,1896
For a Few Dollars More,tt0059578,https://image.tmdb.org/t/p/w500//3yv5WcpTqzIq8FsoVUs4pvFqk9j.jpg,it,Per qualche dollaro in più,"Two bounty hunters are in pursuit of ""El Indio,"" one of the most wanted fugitives in the western territories, and his gang.",1965-05-10,"The man with no name is back... the man in black is waiting... a walking arsenal - he uncoils, strikes and kills!",132,8.3,231951
Occupation 101,tt0807956,https://image.tmdb.org/t/p/w500//2nTCt7EjQkeFdKDchglbk0RTi9R.jpg,en,,A thought-provoking documentary on the current and historical causes of the Israeli-Palestinian conflict and U.S. political involvement.,2006-03-25,,90,8.3,1731
The Hero,tt0060742,https://image.tmdb.org/t/p/w500//fXWxCRJwmw3NQYRpQHvwsrzaqfU.jpg,bn,নায়ক,"A matinee idol is going by train to collect an acting award. On the train, he is confronted by a journalist who somewhat unwillingly starts to take his interview. Arindam, won over by Aditi's naivete, starts to disclose his past, his fears and his secrets.",1966-05-06,,118,8.3,3419
Huddersfield,tt0855822,https://image.tmdb.org/t/p/w500//pCjPk1uShTPc1fPxf2gHHhy0P9h.jpg,sr,Hadersfild,"Huddersfield is a Serbian film. Story is set in a small town in Serbia. Rasha is thirty, lives with his alcoholic father and trying, and failing, to make ends meet by giving literature lessons to teenage girls and hosting a program on the local radio, presenting new books and interviewing authors. Ivan, a promising judoist in his teenage years, has since had a history of neurosis, psychotic episodes, hospitalization, being heavily medicated, involvement in various occult groups and practices, prior to having been baptized in the Orthodox Church.",2007-05-07,,95,8.3,2661
U2 3D,tt0892375,https://image.tmdb.org/t/p/w500/null,en,,"A 3-D presentation of U2's global ""Vertigo"" tour. Shot at seven different shows, this production employs the greatest number of 3-D cameras ever used for a single project.",2007-05-19,Hear See Experience,85,8.3,2803
2001: A Space Odyssey,tt0062622,https://image.tmdb.org/t/p/w500//zmmYdPa8Lxx999Af9vnVP4XQ1V6.jpg,en,,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",1968-04-02,The Ultimate Trip.,149,8.3,601614
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,tt0911010,https://image.tmdb.org/t/p/w500//43YQd9JMZvgjEtIBuC27EsAYyKP.jpg,en,,"Steven Okazaki presents a deeply moving look at the painful legacy of the first -- and hopefully last -- uses of thermonuclear weapons in war. Featuring interviews with fourteen atomic bomb survivors - many who have never spoken publicly before - and four Americans intimately involved in the bombings, White Light/Black Rain provides a detailed exploration of the bombings and their aftermath.",2007-08-06,,86,8.3,1787
War and Peace,tt0063794,https://image.tmdb.org/t/p/w500//tvMJ84g2lx2XusA29wvOeaanwWZ.jpg,ru,Война и мир,A seven-hour epic adaptation of the novel by Leo Tolstoy. The love story of young Countess Natasha Rostova and Count Pierre Bezukhov is interwoven with  the Great Patriotic War of 1812 against Napoleon's invading army.,1966-03-14,THE DEFINITIVE EPIC OF ALL TIME.,422,8.3,6361
Mungaru Male,tt0986329,https://image.tmdb.org/t/p/w500/null,kn,ಮುಂಗಾರು ಮಳೆ,"Preetham loves Nandhini, whose marriage is already fixed. He feels bad and leaves the place. Nandini challenges him to win her heart. Preetham accepts the challenge.",2006-12-15,,143,8.3,2846
The Land,tt0064038,https://image.tmdb.org/t/p/w500//m9yYIokq2AiE9kNkLCuL1pRh3RW.jpg,ar,الأرض,"Adapted from Abdel Rahman Al-Sharqawi's well-known novel of the same name, this classic film  by Egyptian master Youssef Chahine was eight years in the making. Chronicling a small peasant village's struggles against the careless inroads of the large local landowner, The Land shows why political oppression does not necessarily lead to a sense of solidarity among the disinherited",1969-01-01,,130,8.3,1500
Z,tt0065234,https://image.tmdb.org/t/p/w500//sHPwsRJvKUYrHAnXO0oFkPtnFjI.jpg,fr,,"Repression is the rule of the day in this film that skewers Greek governance of the 1960s. Z, a leftist rabble rouser, is killed in what appears to be a traffic accident. But given the political climate, the death of such a prominent activist raises troubling questions. Though it's too late to save Z's life, a postmortem examination suggests that the ruling party was behind his death. As the facts leak out, those who tell the truth pay the price for their honesty.",1969-02-26,He is alive!,127,8.3,23833
12 Chairs,tt0065670,https://image.tmdb.org/t/p/w500//8EOvhuHOU6JemYMyXmetM6vmjd1.jpg,ru,12 стульев,A former aristocrat Ippolit Vorobyaninov leads a miserable life in Soviet Russia. His mother-in-law reveals a secret to him - she hid family diamonds in one of the twelve chairs they once had. Vorobyaninov in cooperation with a young con artist Ostap Bender start a long search for the diamonds.,1971-06-21,,161,8.3,5877
Miracle in Cell No. 7,tt10431500,https://image.tmdb.org/t/p/w500//bOth4QmNyEkalwahfPCfiXjNh1r.jpg,tr,7. Koğuştaki Mucize,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",2019-10-10,,132,8.3,33112
A Clockwork Orange,tt0066921,https://image.tmdb.org/t/p/w500//4sHeTAp65WrSSuc05nRBKddhBxO.jpg,en,,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",1971-12-19,"Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.",137,8.3,755736
Love Mocktail,tt10919132,https://image.tmdb.org/t/p/w500//bJqYDmyJffTk9ruvPt6B5WTPe9B.jpg,kn,ಲವ್ Mocktail,"Love Mocktail is a 2020 Indian Kannada-language romantic drama film directed by Krishna in his director debut and jointly produced by Krishna, Milana Nagaraj. The film stars Krishna, Milana Nagaraj in the lead roles. The film was released on 31 January 2020.",2020-01-31,,153,8.3,2338
Demon Slayer: Infinity Train,tt11032374,https://image.tmdb.org/t/p/w500//yF45egpHwaYLn4jTyZAgk0Cmug9.jpg,ja,劇場版「鬼滅の刃」無限列車編,"Tanjirō Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyōjurō Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",2020-10-16,"With your blade, bring an end to the nightmare.",117,8.3,3334
The Sting,tt0070735,https://image.tmdb.org/t/p/w500//fpxhmgeCuPQOeatfeCPwtOwUwlb.jpg,en,,Set in the 1930s this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,1973-12-25,...all it takes is a little confidence.,129,8.3,240860
Riders of Justice,tt11655202,https://image.tmdb.org/t/p/w500//pAv7Nq0Y1am5HkiVh1RsPZpvvDg.jpg,da,Retfærdighedens ryttere,"Markus, a deployed military man, has to go home to his teenage daughter, Mathilde, when his wife dies in a tragic train accident. It seems to be plain bad luck - but it turns out that it might have been a carefully orchestrated assassination, which his wife ended up being a random casualty of.",2020-11-19,,116,8.3,1383
Animals Are Beautiful People,tt0071143,https://image.tmdb.org/t/p/w500//Lq9BYXvUIdytoHQto4grfOJDoo.jpg,en,,"Animals Are Beautiful People (aka Beautiful People) is a 1974 nature documentary about the wildlife in Southern Africa. It was filmed in the Namib Desert, the Kalahari Desert and the Okavango River and Okavango Delta. It was produced for cinema and has a length of slightly more than 90 minutes.",1974-11-14,,92,8.3,3640
Dersu Uzala,tt0071411,https://image.tmdb.org/t/p/w500//i6Z4A77eO22hD0rOUu7NlCMdZBr.jpg,ru,Дерсу Узала,"A military explorer meets and befriends a Goldi man in Russia’s unmapped forests. A deep and abiding bond evolves between the two men, one civilized in the usual sense, the other at home in the glacial Siberian woods.",1975-08-02,Kurosawa's Academy Award Winning Masterpiece,141,8.3,23651
David Byrne's American Utopia,tt11874226,https://image.tmdb.org/t/p/w500//sHVeVCNhlY2asvoGsSMP5HOLbCI.jpg,en,,"A filmed version of David Byrne's Broadway show, a unifying musical celebration that inspires audiences to connect to each other and to the global community.",2020-09-10,A Spike Lee joint from the acclaimed Broadway show.,105,8.3,2007
Incendies,tt1255953,https://image.tmdb.org/t/p/w500//jO6VMoZco5jaAVm2QJ2VgPolUnx.jpg,fr,,"A mother's last wishes send twins Jeanne and Simon on a journey to Middle East in search of their tangled roots. Adapted from Wajdi Mouawad's acclaimed play, Incendies tells the powerful and moving tale of two young adults' voyage to the core of deep-rooted hatred, never-ending wars and enduring love.",2010-09-04,The search began at the opening of their mother's will.,130,8.3,148998
Chhoti Si Baat,tt0072777,https://image.tmdb.org/t/p/w500//wR9KcxSv46LPnzHjQdkQe5WiUBh.jpg,hi,,"Arun is a shy accountant in Bombay who dreams of romancing Prabh, but never gets past following her around without managing to actually speak up. While Arun twiddles his thumbs, suave Nagesh steps into the picture and turns on the heat, prompting Arun to take ""love coaching"" from ""romance specialist"" Julius Nagendranath to win Prabha back.",1976-01-09,,123,8.3,3730
Chupke Chupke,tt0072783,https://image.tmdb.org/t/p/w500//yNZf2yhQE42f3uIcR1IXOiMQ72c.jpg,hi,,"Mischievous botany professor Parimal Tripathi plays a little trick on his brother-in-law Raghav. Jealous of the high esteem in which his own wife, Sulekha, holds the other man, Parimal decides to impersonate Raghav's new driver. Laying the groundwork for a series of hilarious misunderstandings, the disguised professor throws doubt on his wife's fidelity and gets his best buddy, Sukumar, to help out by impersonating Parimal.",1975-01-01,,155,8.3,11600
My Octopus Teacher,tt12888462,https://image.tmdb.org/t/p/w500//u96gR99ZUtdmE3bAzASnjZqzioR.jpg,en,,"After years of swimming every day in the freezing ocean at the tip of Africa, Craig Foster meets an unlikely teacher: a young octopus who displays remarkable curiosity. Visiting her den and tracking her movements for months on end he eventually wins the animal’s trust and they develop a never-before-seen bond between human and wild animal.",2020-03-19,,84,8.3,15775
